MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20.0,,65,7800.0,Pave,,Reg,Lvl,AllPub,,Gtl,,Norm,,1Fam,,5.0,7.0,,2004.0,Hip,CompShg,,HdBoard,BrkFace,89,TA,TA,PConc,TA,,No,ALQ,450.0,Unf,,,864.0,GasA,Ex,Y,SBrkr,899.0,0.0,0.0,899.0,0.0,0.0,1.0,,3.0,1.0,Gd,5.0,Typ,0.0,NA,Attchd,1967,,1.0,,TA,TA,Y,64.0,0.0,0.0,0.0,0.0,,NA,,NA,0.0,6.0,2009.0,WD,,130000
70.0,RM,,3600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,,OldTown,Norm,Norm,1Fam,2Story,6.0,7.0,1910.0,1993.0,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,,,TA,,Unf,0.0,Unf,0.0,684.0,,,Ex,N,FuseA,684.0,684.0,0.0,1368.0,0.0,0.0,,0.0,3.0,1.0,TA,7.0,Typ,,,Detchd,1930,Unf,1.0,216.0,TA,Fa,,0.0,158.0,0.0,0.0,,0.0,NA,NA,,0.0,10.0,2006.0,WD,Normal,114504
20.0,RL,60,7350.0,Pave,,Reg,Lvl,,,,NAmes,Norm,Norm,1Fam,,,7.0,1951.0,1951.0,Gable,CompShg,HdBoard,HdBoard,None,0,TA,,,TA,TA,Mn,ALQ,852.0,Unf,0.0,100.0,952.0,,TA,Y,SBrkr,952.0,0.0,,,1.0,,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1988,Unf,2.0,840.0,TA,,Y,0.0,0.0,0.0,0.0,,,NA,NA,NA,0.0,6.0,2008.0,COD,Abnorml,139000
20.0,RL,NA,11425.0,Pave,NA,IR1,Lvl,AllPub,,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,,1954.0,1954.0,Gable,CompShg,BrkFace,BrkFace,None,0,TA,,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,522.0,1008.0,GasA,Gd,,SBrkr,1008.0,0.0,0.0,1008.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,,Typ,1.0,Gd,Attchd,1954,RFn,1.0,275.0,,TA,,0.0,0.0,120.0,,0.0,0.0,NA,NA,NA,0.0,,2006.0,WD,,137000
60.0,RL,,11000.0,Pave,,,,AllPub,FR2,Gtl,NoRidge,Norm,,1Fam,2Story,8.0,5.0,,2000.0,Gable,CompShg,VinylSd,VinylSd,,72,Gd,TA,PConc,Gd,TA,No,,0.0,Unf,0.0,969.0,969.0,GasA,Ex,Y,,997.0,1288.0,0.0,2285.0,,,2.0,1.0,4.0,1.0,Gd,,Typ,1.0,,BuiltIn,2000,Fin,3.0,,,,Y,0.0,,,0.0,0.0,0.0,NA,NA,,0.0,6.0,2007.0,WD,Normal,248000
20.0,,,12085.0,Pave,,,Lvl,,Inside,Gtl,NridgHt,Norm,Norm,1Fam,,,5.0,,2007.0,Hip,CompShg,VinylSd,VinylSd,Stone,328,,TA,PConc,Ex,TA,No,GLQ,1004.0,Unf,0.0,730.0,,GasA,Ex,,SBrkr,1734.0,0.0,0.0,1734.0,,0.0,2.0,0.0,3.0,1.0,Ex,7.0,Typ,1.0,,Attchd,2007,RFn,3.0,,,,,0.0,0.0,0.0,0.0,,0.0,NA,NA,NA,0.0,11.0,2007.0,,Partial,318000
20.0,RL,,8475.0,,NA,,Lvl,AllPub,Inside,,NAmes,Norm,Norm,1Fam,1Story,4.0,7.0,1956.0,1956.0,,,VinylSd,VinylSd,None,,TA,TA,,TA,TA,No,,228.0,Unf,,,952.0,GasA,Ex,Y,FuseA,952.0,0.0,0.0,952.0,0.0,0.0,1.0,,2.0,,TA,4.0,,0.0,NA,Detchd,1956,Unf,1.0,283.0,TA,TA,,0.0,,0.0,,0.0,0.0,NA,NA,NA,,4.0,2008.0,,Normal,135750
20.0,,74,10206.0,Pave,NA,Reg,Lvl,AllPub,,Gtl,Edwards,,,1Fam,1Story,3.0,3.0,1952.0,1952.0,Flat,,BrkComm,Brk Cmn,None,0,TA,TA,Slab,NA,,NA,NA,0.0,,,0.0,0.0,,Fa,N,FuseF,944.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,1.0,Fa,4.0,,0.0,,,1956,,2.0,528.0,TA,Fa,Y,0.0,,0.0,,0.0,0.0,NA,NA,NA,0.0,7.0,2009.0,WD,Normal,82000
60.0,RL,80,9938.0,Pave,NA,Reg,Lvl,AllPub,Inside,,SawyerW,Norm,Norm,1Fam,,,5.0,1993.0,,Gable,CompShg,MetalSd,MetalSd,,246,Gd,,,,TA,,GLQ,750.0,Unf,,300.0,1050.0,GasA,Ex,,,1062.0,887.0,0.0,1949.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,,Fin,2.0,,TA,TA,,156.0,90.0,0.0,0.0,0.0,0.0,NA,GdPrv,,,6.0,2010.0,,Normal,236000
40.0,RL,NA,23595.0,Pave,NA,Reg,,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7.0,6.0,,1979.0,Shed,,,Plywood,,0,Gd,,PConc,,TA,,GLQ,1258.0,,0.0,74.0,1332.0,GasA,TA,,SBrkr,,192.0,0.0,1524.0,2.0,0.0,0.0,,0.0,1.0,Gd,4.0,,1.0,TA,Attchd,1979,Fin,2.0,586.0,TA,TA,Y,268.0,0.0,0.0,0.0,0.0,0.0,,NA,NA,0.0,4.0,2010.0,WD,Normal,260000
20.0,,105,15431.0,Pave,NA,Reg,Lvl,,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,,5.0,2008.0,,Hip,CompShg,VinylSd,VinylSd,Stone,,Ex,TA,PConc,,TA,Gd,GLQ,,ALQ,539.0,,3094.0,GasA,Ex,Y,,2402.0,0.0,0.0,2402.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,10.0,Typ,2.0,Gd,Attchd,2008,,3.0,672.0,TA,TA,Y,0.0,,0.0,,170.0,0.0,NA,NA,NA,0.0,4.0,2009.0,,Normal,555000
60.0,RL,80,10400.0,Pave,NA,Reg,,AllPub,Corner,Gtl,CollgCr,,Norm,1Fam,,7.0,5.0,,1998.0,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,,,866.0,866.0,GasA,,Y,SBrkr,866.0,913.0,0.0,,0.0,,,1.0,3.0,1.0,Gd,,Typ,0.0,NA,,1998,RFn,2.0,,TA,TA,,198.0,36.0,0.0,0.0,0.0,,NA,,NA,0.0,3.0,2009.0,WD,Normal,197900
50.0,RL,60,8400.0,Pave,,Reg,Bnk,AllPub,Inside,,,Norm,Norm,1Fam,1.5Fin,6.0,,1940.0,2000.0,Gable,CompShg,Wd Sdng,MetalSd,,0,TA,TA,CBlock,TA,TA,,LwQ,388.0,Unf,0.0,552.0,940.0,,Ex,Y,SBrkr,1192.0,403.0,0.0,1595.0,0.0,0.0,1.0,,2.0,1.0,TA,,Typ,2.0,,Attchd,1940,Unf,1.0,,TA,TA,Y,0.0,0.0,108.0,0.0,0.0,,NA,,NA,0.0,6.0,,,Normal,140000
60.0,RL,NA,53107.0,Pave,NA,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,,1Fam,,6.0,5.0,1992.0,1992.0,,CompShg,HdBoard,,None,,,TA,PConc,Gd,,Av,,985.0,,,595.0,1580.0,GasA,Ex,Y,SBrkr,1079.0,874.0,0.0,1953.0,1.0,0.0,,1.0,3.0,1.0,Gd,9.0,,2.0,Fa,Attchd,1992,Fin,2.0,501.0,TA,TA,Y,216.0,231.0,0.0,,,,,NA,NA,0.0,6.0,2007.0,WD,Normal,240000
,,107,,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,,1Fam,1Story,9.0,5.0,2006.0,,Gable,CompShg,CemntBd,,BrkFace,315,Ex,TA,PConc,Ex,TA,Gd,,0.0,Unf,0.0,2121.0,2121.0,GasA,,,SBrkr,2121.0,0.0,,2121.0,0.0,0.0,2.0,,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2007,Fin,3.0,732.0,TA,TA,,124.0,98.0,0.0,,142.0,0.0,,NA,NA,0.0,5.0,2007.0,New,Partial,415298
120.0,,63,8849.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9.0,5.0,2005.0,2005.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,616,Ex,TA,,Ex,TA,No,GLQ,,Unf,,1656.0,1684.0,GasA,Ex,Y,SBrkr,1684.0,0.0,0.0,,0.0,0.0,2.0,,2.0,1.0,Ex,6.0,,,Ex,Attchd,,RFn,2.0,564.0,TA,TA,Y,495.0,72.0,0.0,0.0,,0.0,NA,NA,,0.0,7.0,2008.0,WD,Normal,266000
90.0,RL,NA,11500.0,Pave,NA,IR1,Lvl,,Corner,Gtl,NWAmes,,,Duplex,1Story,,6.0,1976.0,1976.0,Gable,,VinylSd,VinylSd,BrkFace,164,TA,TA,CBlock,,TA,No,Unf,0.0,Unf,0.0,1680.0,1680.0,GasA,Fa,Y,,,0.0,0.0,1680.0,,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NA,Detchd,1976,Unf,,528.0,,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,,6.0,2007.0,WD,,136905
20.0,RL,68,8814.0,,,Reg,,AllPub,Inside,,,Norm,,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,,,180,Gd,TA,,Gd,,No,GLQ,1334.0,,0.0,270.0,1604.0,GasA,Ex,Y,SBrkr,,0.0,0.0,1604.0,1.0,,2.0,1.0,3.0,1.0,,8.0,Typ,1.0,,Attchd,2006,RFn,2.0,660.0,TA,,Y,123.0,110.0,0.0,0.0,0.0,0.0,,NA,NA,0.0,3.0,2009.0,WD,Abnorml,220000
60.0,RL,,9505.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,,1Fam,,7.0,5.0,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,,180,Gd,TA,,Gd,TA,No,Unf,,,0.0,884.0,884.0,,Ex,Y,,884.0,1151.0,0.0,,0.0,0.0,,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,,,Fin,,434.0,TA,TA,Y,144.0,,0.0,0.0,0.0,0.0,,NA,NA,,5.0,,WD,Normal,222500
80.0,RL,NA,21453.0,Pave,NA,IR1,Low,AllPub,,Sev,ClearCr,Norm,Norm,1Fam,SLvl,,5.0,1969.0,,Flat,Metal,Plywood,Plywood,None,,TA,TA,CBlock,TA,TA,Gd,ALQ,938.0,Unf,0.0,0.0,938.0,GasA,Ex,Y,SBrkr,988.0,,0.0,988.0,1.0,0.0,1.0,,1.0,1.0,TA,4.0,Typ,2.0,TA,Attchd,1969,Unf,2.0,540.0,,,Y,0.0,130.0,0.0,130.0,0.0,0.0,NA,NA,NA,0.0,,2006.0,WD,,180000
20.0,RL,NA,12342.0,Pave,NA,IR1,Lvl,AllPub,,Gtl,NAmes,,Norm,,,5.0,5.0,1960.0,1978.0,,CompShg,,,None,0,TA,TA,,TA,TA,No,Unf,0.0,Unf,0.0,,978.0,GasA,TA,,SBrkr,1422.0,0.0,0.0,1422.0,0.0,0.0,,0.0,3.0,,,6.0,,1.0,,Attchd,1960,RFn,1.0,286.0,TA,TA,Y,0.0,,36.0,,,0.0,NA,GdWo,Shed,600.0,8.0,2007.0,WD,Normal,139900
20.0,RL,,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,,Av,GLQ,,,0.0,515.0,,GasA,Ex,Y,SBrkr,1220.0,0.0,,1220.0,1.0,0.0,2.0,0.0,2.0,,,6.0,Typ,0.0,,Attchd,2006,RFn,2.0,632.0,TA,,Y,105.0,54.0,0.0,0.0,,0.0,NA,,NA,0.0,7.0,2006.0,New,Partial,194000
60.0,RL,47,53504.0,,,IR2,HLS,,,Mod,StoneBr,Norm,Norm,1Fam,,8.0,5.0,,2003.0,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603,,TA,PConc,Gd,,Gd,ALQ,1416.0,,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,,1589.0,,3279.0,,,3.0,1.0,4.0,1.0,Ex,12.0,,,Gd,BuiltIn,,Fin,,841.0,TA,TA,Y,503.0,,0.0,0.0,,,NA,NA,NA,0.0,6.0,2010.0,WD,Normal,538000
190.0,,60,10800.0,Pave,Grvl,,,AllPub,Inside,,OldTown,Norm,Norm,2fmCon,2Story,4.0,7.0,1900.0,2000.0,Gable,CompShg,MetalSd,MetalSd,,0,TA,TA,BrkTil,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,N,FuseA,694.0,600.0,0.0,1294.0,0.0,0.0,2.0,0.0,3.0,,TA,7.0,Typ,0.0,NA,NA,NA,NA,,0.0,NA,NA,N,220.0,114.0,210.0,0.0,0.0,0.0,,NA,NA,,8.0,2008.0,WD,Normal,106250
60.0,,,10625.0,Pave,,Reg,Lvl,AllPub,,Gtl,NridgHt,Norm,Norm,1Fam,,7.0,5.0,,2004.0,,CompShg,,VinylSd,BrkFace,,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,,0.0,132.0,998.0,GasA,,Y,,1006.0,1040.0,,,1.0,0.0,2.0,1.0,3.0,,Gd,8.0,Typ,1.0,Gd,BuiltIn,2003,RFn,3.0,871.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,NA,,NA,,,2008.0,WD,Normal,284000
20.0,,80,10386.0,Pave,NA,Reg,Lvl,AllPub,Inside,,,Norm,Norm,1Fam,1Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,CemntBd,,Stone,,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0.0,536.0,2000.0,GasA,Ex,Y,SBrkr,,,,2000.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,,0.0,NA,Attchd,,Fin,3.0,888.0,TA,TA,Y,,,0.0,0.0,0.0,0.0,NA,NA,NA,,7.0,,WD,Normal,305900
80.0,,85,13400.0,,,Reg,,AllPub,Inside,,NAmes,Norm,Norm,1Fam,SLvl,5.0,,1966.0,,Gable,CompShg,VinylSd,,BrkFace,,TA,,CBlock,TA,TA,Av,,,,,380.0,1024.0,GasA,,Y,SBrkr,1086.0,0.0,,,1.0,0.0,,,3.0,1.0,TA,,Typ,1.0,Gd,Attchd,,RFn,,484.0,TA,TA,,,0.0,0.0,,0.0,0.0,,,NA,0.0,6.0,,WD,Normal,159950
,,116,13501.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,Stone,208,Gd,TA,PConc,Gd,,No,,63.0,Unf,0.0,1560.0,,GasA,Ex,Y,SBrkr,1636.0,,,1636.0,1.0,0.0,2.0,,3.0,1.0,Gd,,Typ,1.0,Gd,Attchd,2006,RFn,3.0,,TA,TA,Y,0.0,60.0,0.0,,0.0,,NA,NA,NA,,6.0,2007.0,WD,Normal,255000
50.0,,,6000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,,Norm,,,,6.0,1936.0,1950.0,Gable,,,,None,,,TA,,TA,TA,No,BLQ,,,0.0,,672.0,GasA,TA,Y,,757.0,567.0,0.0,1324.0,0.0,0.0,1.0,0.0,3.0,,TA,6.0,Typ,0.0,,,1936,Unf,1.0,240.0,TA,,,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,7.0,,WD,Normal,128000
50.0,RL,115,,Pave,NA,Reg,Lvl,,Inside,Gtl,Sawyer,Norm,Norm,,1.5Fin,,5.0,1948.0,,Gable,CompShg,Wd Sdng,,,0,TA,,CBlock,TA,TA,No,Unf,,Unf,0.0,720.0,720.0,GasA,TA,Y,SBrkr,,551.0,0.0,,0.0,0.0,2.0,0.0,,1.0,TA,7.0,Typ,1.0,Gd,,1948,Unf,1.0,312.0,TA,TA,Y,,0.0,108.0,0.0,0.0,,NA,NA,NA,0.0,8.0,,,Normal,135000
20.0,RL,,6768.0,Pave,NA,IR1,Lvl,AllPub,,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6.0,8.0,,1996.0,Hip,,,HdBoard,,,,Gd,CBlock,TA,TA,,GLQ,832.0,,0.0,80.0,,GasA,,Y,SBrkr,912.0,,0.0,912.0,1.0,1.0,1.0,,3.0,1.0,Gd,5.0,Typ,0.0,NA,Detchd,1962,,,,,TA,Y,168.0,0.0,,,0.0,,,GdPrv,NA,0.0,5.0,2008.0,WD,Normal,142000
30.0,RM,,,Pave,NA,Reg,,AllPub,Inside,Gtl,IDOTRR,Norm,,1Fam,1Story,,6.0,1940.0,1955.0,Gable,CompShg,VinylSd,,None,0,TA,TA,CBlock,TA,,No,ALQ,,Rec,125.0,212.0,,GasA,Ex,,SBrkr,778.0,0.0,0.0,,0.0,,1.0,,,1.0,TA,4.0,,1.0,Gd,Detchd,,,,924.0,Ex,Ex,,0.0,,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2.0,2008.0,WD,Normal,120500
20.0,RL,60,7200.0,Pave,NA,Reg,Lvl,,Inside,,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1950.0,1950.0,Gable,CompShg,,MetalSd,None,,TA,,,TA,TA,No,BLQ,,Rec,96.0,246.0,876.0,,TA,Y,,988.0,0.0,0.0,,0.0,,1.0,0.0,,,,6.0,,0.0,NA,Attchd,1950,Unf,1.0,276.0,TA,,Y,0.0,80.0,0.0,0.0,,0.0,NA,,NA,0.0,5.0,2007.0,WD,Normal,119000
20.0,RL,94,12220.0,,NA,Reg,Lvl,AllPub,,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2009.0,2009.0,Hip,CompShg,CemntBd,CmentBd,BrkFace,305,,,CBlock,,TA,No,,1436.0,,0.0,570.0,2006.0,,Ex,,,2020.0,0.0,,,1.0,0.0,2.0,,3.0,1.0,Ex,9.0,Typ,1.0,Gd,Attchd,2009,,3.0,900.0,,TA,Y,156.0,,0.0,0.0,0.0,0.0,NA,,,0.0,9.0,,,Partial,402861
,RL,,7153.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,,Norm,,1Fam,1Story,,5.0,,1991.0,,,HdBoard,HdBoard,BrkFace,88,TA,,CBlock,Gd,TA,No,GLQ,1200.0,Unf,0.0,78.0,1278.0,GasA,Gd,Y,SBrkr,1294.0,0.0,0.0,1294.0,1.0,,,0.0,3.0,1.0,,6.0,Typ,0.0,,,1991,,2.0,496.0,TA,TA,Y,,51.0,0.0,0.0,0.0,0.0,,GdWo,,0.0,6.0,2008.0,,Normal,179200
50.0,,,12150.0,Pave,Grvl,Reg,Lvl,,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,,5.0,,1954.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,335,TA,,BrkTil,TA,TA,No,Unf,,Unf,0.0,1050.0,1050.0,GasA,,N,FuseF,1050.0,,0.0,1795.0,0.0,0.0,2.0,0.0,4.0,,TA,7.0,Typ,,,,1954,Unf,,,,TA,Y,0.0,0.0,0.0,0.0,0.0,,NA,,,0.0,11.0,2008.0,WD,Normal,131500
120.0,RM,32,4500.0,Pave,NA,Reg,Lvl,AllPub,FR2,,,,,Twnhs,1Story,6.0,5.0,1998.0,1998.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,,,0.0,319.0,,GasA,Ex,Y,SBrkr,,,0.0,1216.0,1.0,0.0,2.0,,,1.0,,5.0,Typ,0.0,NA,Attchd,1998,Unf,2.0,402.0,TA,TA,,0.0,125.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2006.0,WD,Normal,164000
,RL,53,3684.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,,Norm,TwnhsE,1Story,7.0,5.0,,,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,Gd,,,Gd,,,Unf,0.0,,0.0,1373.0,1373.0,GasA,,Y,SBrkr,1555.0,0.0,0.0,,0.0,0.0,2.0,,2.0,1.0,Gd,7.0,,,TA,Attchd,,Fin,3.0,660.0,TA,TA,Y,,20.0,0.0,0.0,0.0,0.0,,NA,NA,0.0,6.0,2009.0,WD,Normal,174000
20.0,,NA,9500.0,,NA,IR1,Lvl,AllPub,Inside,Gtl,,,Norm,,1Story,6.0,5.0,,1963.0,Gable,CompShg,Plywood,Plywood,BrkFace,247,TA,TA,CBlock,Gd,TA,No,BLQ,609.0,Unf,0.0,,1394.0,GasA,,Y,,1394.0,0.0,0.0,1394.0,,,1.0,1.0,,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1963,RFn,2.0,514.0,TA,,Y,0.0,76.0,0.0,0.0,185.0,0.0,NA,NA,NA,0.0,7.0,2009.0,WD,,159000
60.0,RL,96,12474.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,,,1Fam,2Story,10.0,5.0,2007.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,272,,TA,,Ex,TA,Av,GLQ,1280.0,Unf,,402.0,1682.0,,,Y,,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,9.0,Typ,1.0,Ex,BuiltIn,2008,Fin,3.0,846.0,TA,TA,Y,196.0,134.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2008.0,,Partial,426000
120.0,,NA,,Pave,NA,Reg,,AllPub,,Gtl,ClearCr,Norm,,1Fam,1Story,6.0,,,,Gable,CompShg,,Wd Sdng,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003.0,Unf,0.0,288.0,1291.0,GasA,Ex,Y,SBrkr,1291.0,,0.0,1291.0,,,1.0,,2.0,,Gd,,Typ,1.0,Gd,Attchd,1996,Unf,,431.0,TA,,Y,,,0.0,0.0,0.0,0.0,,NA,NA,0.0,,2008.0,,Normal,173000
,,,8750.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,,,1995.0,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,,,GLQ,642.0,Unf,0.0,273.0,915.0,,,Y,SBrkr,,,0.0,1908.0,1.0,,2.0,,4.0,,,,,1.0,TA,Attchd,1994,Unf,2.0,493.0,,TA,,144.0,133.0,0.0,0.0,0.0,,,NA,,0.0,7.0,2008.0,WD,Normal,210000
,,50,,Pave,NA,Reg,Lvl,AllPub,Corner,,OldTown,Norm,Norm,1Fam,1Story,4.0,7.0,1954.0,2000.0,Gable,CompShg,MetalSd,,None,,TA,TA,CBlock,,,No,Unf,0.0,Unf,,,,,Ex,Y,SBrkr,901.0,0.0,,901.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1954,Unf,,281.0,Fa,TA,Y,0.0,,0.0,0.0,,0.0,NA,NA,NA,0.0,8.0,,WD,Normal,107900
60.0,,66,8738.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,,Norm,,1Fam,2Story,7.0,,1999.0,1999.0,Gable,CompShg,,VinylSd,,,,,PConc,Gd,TA,No,Unf,0.0,,0.0,975.0,975.0,GasA,Ex,Y,SBrkr,1005.0,,0.0,,0.0,0.0,2.0,,4.0,1.0,,8.0,,1.0,TA,,1999,Fin,2.0,429.0,,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,2.0,,WD,Normal,230000
20.0,RL,99,7094.0,Pave,NA,IR1,Lvl,,,Gtl,,Norm,Norm,1Fam,1Story,5.0,5.0,1966.0,,,CompShg,VinylSd,VinylSd,None,,TA,TA,CBlock,TA,,No,Rec,180.0,LwQ,,340.0,894.0,GasA,TA,Y,SBrkr,894.0,,0.0,,,0.0,1.0,0.0,3.0,1.0,TA,5.0,,0.0,NA,Detchd,1966,RFn,1.0,,,TA,Y,,0.0,0.0,0.0,,0.0,NA,MnPrv,,0.0,5.0,2007.0,WD,Normal,125000
50.0,,50,7000.0,,NA,Reg,Lvl,AllPub,,Gtl,OldTown,Artery,,,1.5Fin,6.0,6.0,,1950.0,Gable,CompShg,,MetalSd,None,0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617.0,Unf,0.0,0.0,617.0,,Gd,Y,SBrkr,865.0,,0.0,1310.0,0.0,0.0,2.0,,2.0,1.0,TA,,Min1,0.0,,Attchd,1924,Unf,,398.0,TA,TA,Y,0.0,0.0,126.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2006.0,COD,Normal,112000
20.0,,,7931.0,,,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,,,1960.0,Gable,CompShg,,Wd Sdng,None,0,TA,TA,,TA,,No,BLQ,374.0,LwQ,,363.0,1269.0,,TA,Y,FuseA,1269.0,0.0,,1269.0,0.0,0.0,1.0,,3.0,1.0,TA,6.0,Typ,,,,1964,Unf,1.0,308.0,TA,TA,Y,,0.0,0.0,0.0,0.0,0.0,,NA,NA,0.0,6.0,2008.0,WD,Normal,155000
190.0,RL,,,,NA,,Lvl,AllPub,Inside,Gtl,Edwards,,Norm,2fmCon,1.5Fin,,4.0,1941.0,1950.0,Gable,CompShg,,MetalSd,None,,TA,,BrkTil,,,,BLQ,,,0.0,324.0,672.0,Grav,,N,FuseA,672.0,252.0,0.0,924.0,1.0,,1.0,0.0,2.0,1.0,Fa,,,,NA,Detchd,1941,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,,,,7.0,2010.0,WD,,80000
,RM,58,,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,,,6.0,1922.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,,,TA,BrkTil,,,No,Unf,0.0,,0.0,993.0,993.0,GasA,TA,Y,FuseA,1048.0,0.0,,1048.0,,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,,,,1.0,,TA,TA,,0.0,0.0,,,0.0,0.0,NA,NA,NA,,8.0,2006.0,,Normal,113000
